date,zec,ltc,eth,btc
117201900,2013.91746,1768.56412,1088.01453,52.196911
117201800,1125.50512,558.52129,797.625459,34.6617437
117201700,5927.15631,3015.34703,911.365903,33.508831
117201600,7819.12815,1645.55173,1026.17103,98.5877937
117201500,350.157058,188.31483,357.511791,36.8118792
117201400,635.733838,479.07507,653.897124,59.7000714
117201300,263.800545,84.45435,703.012499,72.0952067
117201200,186.652403,24.4336,1493.65564,29.0428738
117201100,117.108806,98.77478,424.350127,28.1838405
117201000,123.132541,491.739021,1480.22341,74.0525012
11720900,395.603188,878.903554,300.494104,14.8392044
11720800,611.557007,848.09879,2165.85284,21.6204212
11720700,996.688075,998.17062,869.939544,155.469216
11720600,3420.57124,1957.6789,1290.30181,115.734381
11720500,2133.6091,1228.78714,628.98019,50.6881208
11720400,468.542859,54.57213,801.152884,22.9641096
11720300,238.426848,758.281344,697.441201,54.9040772
11720200,198.270287,1242.85735,1075.79228,36.464903
11720100,590.129697,111.40168,117.000818,12.7202706
11720000,220.905831,129.05221,292.60661,22.9545046
116202300,305.089094,231.48472,35.7380922,21.1579605
116202200,591.024795,96.12434,340.926012,18.6107484
116202100,677.835408,434.139226,483.060965,24.3298742
116202000,701.350689,73.3756895,156.459855,32.9516938
116201900,125.323271,292.50488,260.246231,34.466917
116201800,646.935522,789.798006,457.483267,46.2766661
116201700,1233.67785,1002.37028,859.371949,45.4784011
116201600,315.867324,1865.24139,733.053468,55.9601516
116201500,134.042451,224.828213,482.799615,26.7576634
116201400,69.358537,143.591196,587.943579,22.5538703
116201300,185.478722,504.318453,420.446389,17.1793078
116201200,423.491966,48.85605,336.410346,19.9590092
116201100,860.021497,43.7524,435.287937,25.0385828
116201000,496.281187,67.71035,1068.07078,34.6655495
11620900,683.01561,14.83867,3646.41538,5.32273669
11620800,508.842853,144.17049,1235.50149,2.95993993
11620700,547.254495,1189.63228,585.547346,3.68449364
11620600,274.669654,216.75271,128.696207,6.7088838
11620500,1031.65872,277.65415,205.507605,6.15483474
11620400,1003.05701,264.40321,607.822144,54.2809447
11620300,4525.95037,239.51381,499.220449,24.7568421
11620200,570.060378,438.99601,243.590451,41.85237
11620100,1922.59813,3946.13898,2778.59331,108.886282
11620000,697.868793,365.85414,1158.8993,50.7708564
115202300,528.679619,1013.74963,504.642805,31.1172289
115202200,2440.97509,33.4007079,391.642662,118.660541
115202100,2586.43013,1106.00019,1707.45518,66.6338902
115202000,1061.73924,241.73442,1917.38303,57.7636783
115201900,928.343976,544.76974,827.799209,41.7392251
115201800,700.837718,52.29212,421.120583,50.5518474
115201700,2206.72166,295.523213,419.792957,83.1471609
115201600,4051.18835,2034.27441,279.707462,55.4175719
115201500,728.492299,471.678519,943.101135,50.5757855
115201400,1036.61106,905.020108,558.090968,54.0785137
115201300,1438.24344,422.67172,3643.48386,72.9273602
115201200,5606.30312,868.30586,211.887498,8.50996083
115201100,173.795458,110.65468,451.016389,30.1136142
115201000,1721.07251,80.64033,742.047506,19.8351701
11520900,1558.60854,416.921898,291.999088,18.0563087
11520800,1208.87388,97.13183,133.680407,12.5356331
11520700,1743.40441,390.59018,393.701103,6.77190891
11520600,3943.77348,140.27987,640.011434,22.3825152
11520500,5499.08607,557.37067,821.276208,27.5285411
11520400,3582.67966,567.76539,1299.46682,69.373714
11520300,2400.84476,1532.06576,426.022729,39.4541719
